id,name,positionItem,position,start,end,dob,dod,gender
,David Denis Donoghue,Q112206299,"Permanent Representative To The Un, New York",2015,2015,1928,,male
Q57276,Michael Daniel Higgins,,President,2016,2016,1941,,male
Q57815,Enda Kenny,,Taoiseach (Prime Min. ),2016,2016,1951,,male
Q540812,Frances Fitzgerald,,Tanaiste (Dep. Prime Min.),2016,2016,1950,,male
Q6829535,Michael Creed,,"Min. For Agriculture, Food & The Marine",2016,2016,1963,,male
Q6376580,Katherine Zappone,,Min. For Children & Youth Affairs,2016,2016,1953,,female
Q381658,Denis Naughten,,"Min. For Communications, Climate Change & Natural Resources",2016,2016,1973,,male
Q57815,Enda Kenny,,Min. For Defense,2016,2016,1951,,male
Q981847,Richard Bruton,,Min. For Education & Skills,2016,2016,1953,,male
Q1390688,Michael Noonan,,Min. For Finance,2016,2016,1943,,male
Q1064368,Charles Flanagan,,Min. For Foreign Affairs & Trade,2016,2016,1956,,male
Q7518922,Simon Harris,,Min. For Health,2016,2016,1986,,male
Q1670096,Simon Coveney,,"Min. For Housing, Planning & Local Govt.",2016,2016,1972,,male
Q6780355,Mary Mitchell O'Connor,,"Min. For Jobs, Enterprise & Innovation",2016,2016,1959,,female
Q540812,Frances Fitzgerald,,Min. For Justice & Equality,2016,2016,1950,,male
Q1271675,Paschal Donohoe,,Min. For Public Expenditure & Reform,2016,2016,1974,,male
Q5693903,Heather Humphreys,,"Min. For Regional Development, Rural Affairs, Arts & The Gaeltacht",2016,2016,1963,,female
Q1728820,Leo Varadkar,,Min. For Social Protection,2016,2016,1979,,male
Q2276876,Shane Ross,,"Min. For Transport, Tourism & Sport",2016,2016,1949,,male
Q6949593,Maire Whelan,,Attorney General,2016,2016,1956,,female
Q704379,Patrick Honohan,Q109484048,"Governor, Central Bank Of Ireland",2016,2016,1949,,male
Q564938,Anne Colette Anderson,Q112206295,Ambassador To The Us,2016,2016,1952,,female
,David Denis Donoghue,Q112206299,"Permanent Representative To The Un, New York",2016,2016,1928,,male
Q57276,Michael Daniel Higgins,,President,2017,2017,1941,,male
Q1728820,Leo Varadkar,,Taoiseach (Prime Min. ),2017,2017,1979,,male
Q540812,Frances Fitzgerald,,Tanaiste (Dep. Prime Min.),2017,2017,1950,,male
Q6829535,Michael Creed,,"Min. For Agriculture, Food & The Marine",2017,2017,1963,,male
Q5693903,Heather Humphreys,,"Min. For Arts, Heritage & The Gaeltacht",2017,2017,1963,,female
Q6376580,Katherine Zappone,,Min. For Children & Youth Affairs,2017,2017,1953,,female
Q381658,Denis Naughten,,"Min. For Communications, Climate Action & Environment",2017,2017,1973,,male
Q3777472,Michael Ring,,Min. For Community & Rural Affairs,2017,2017,1953,,male
Q1728820,Leo Varadkar,,Min. For Defense,2017,2017,1979,,male
Q981847,Richard Bruton,,Min. For Education & Skills,2017,2017,1953,,male
Q7308461,Regina Doherty,,Min. For Employment & Social Protection,2017,2017,1971,,female
Q540812,Frances Fitzgerald,,Min. For Enterprise & Innovation,2017,2017,1950,,male
Q1271675,Paschal Donohoe,,Min. For Finance,2017,2017,1974,,male
Q1670096,Simon Coveney,,Min. For Foreign Affairs & Trade,2017,2017,1972,,male
Q7518922,Simon Harris,,Min. For Health,2017,2017,1986,,male
Q5381683,Eoghan Murphy,,"Min. For Housing, Planning & Local Govt.",2017,2017,1982,,male
Q1064368,Charles Flanagan,,Min. For Justice & Equality,2017,2017,1956,,male
Q1271675,Paschal Donohoe,,Min. For Public Expenditure & Reform,2017,2017,1974,,male
Q2276876,Shane Ross,,"Min. For Transport, Tourism & Sport",2017,2017,1949,,male
Q30278309,Seamus Woulfe,,Attorney General,2017,2017,1962,,male
Q704379,Patrick Honohan,Q109484048,"Governor, Central Bank Of Ireland",2017,2017,1949,,male
Q564938,Anne Colette Anderson,Q112206295,Ambassador To The Us,2017,2017,1952,,female
,David Denis Donoghue,Q112206299,"Permanent Representative To The Un, New York",2017,2017,1928,,male
Q57276,Michael Daniel Higgins,,President,2018,2018,1941,,male
Q1728820,Leo Varadkar,,Taoiseach (Prime Min. ),2018,2018,1979,,male
Q1670096,Simon Coveney,,Tanaiste (Dep. Prime Min.),2018,2018,1972,,male
Q6829535,Michael Creed,,"Min. For Agriculture, Food & The Marine",2018,2018,1963,,male
Q6376580,Katherine Zappone,,Min. For Children & Youth Affairs,2018,2018,1953,,female
Q381658,Denis Naughten,,"Min. For Communications, Climate Action & Environment",2018,2018,1973,,male
Q3777472,Michael Ring,,Min. For Community & Rural Affairs,2018,2018,1953,,male
Q23006324,Josepha Madigan,,"Min. For Culture, Heritage & The Gaeltacht",2018,2018,1969,,female
Q1728820,Leo Varadkar,,Min. For Defense,2018,2018,1979,,male
Q981847,Richard Bruton,,Min. For Education & Skills,2018,2018,1953,,male
Q7308461,Regina Doherty,,Min. For Employment & Social Protection,2018,2018,1971,,female
Q5693903,Heather Humphreys,,Min. For Enterprise & Innovation,2018,2018,1963,,female
Q1271675,Paschal Donohoe,,Min. For Finance,2018,2018,1974,,male
Q1670096,Simon Coveney,,Min. For Foreign Affairs & Trade,2018,2018,1972,,male
Q7518922,Simon Harris,,Min. For Health,2018,2018,1986,,male
Q5381683,Eoghan Murphy,,"Min. For Housing, Planning & Local Govt.",2018,2018,1982,,male
Q1064368,Charles Flanagan,,Min. For Justice & Equality,2018,2018,1956,,male
Q1271675,Paschal Donohoe,,Min. For Public Expenditure & Reform,2018,2018,1974,,male
Q2276876,Shane Ross,,"Min. For Transport, Tourism & Sport",2018,2018,1949,,male
Q30278309,Seamus Woulfe,,Attorney General,2018,2018,1962,,male
Q7184252,Philip Lane,Q109484048,"Governor, Central Bank Of Ireland",2018,2018,1969,,male
Q15444373,Daniel Mulhall,Q112206295,Ambassador To The Us,2018,2018,1955,,male
Q42342182,Geraldine Byrne Nason,Q112206299,"Permanent Representative To The Un, New York",2018,2018,1959,,female
